dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number,driver_name,transporter,invoice_no,eway_bill_no,freight_inr,delivery_status,delivery_date,remarks
08/26/2023,D-1777,OEM-HYUNDAI,Clutch Plate,1535,BATCH-2022-0073,KA01-5205,Vijay Chavan,Mahindra Logistics,INV-606205,,23776.72,Delivered,2021-02-01,Returned – wrong address
2021-06-25,D-3461,OEM-TATA,Brake Shoe,1461,BATCH-2021-0041,GJ01-9525,Nitin Sawant,Delhivery,,EWB889579980485,18889.97,Returned,30-12-2021,
2023-03-01,D-3850,OEM-HYUNDAI,Drum Brake Assy,1612,BATCH-2023-0247,GJ01-6978,Nitin Sawant,TCI Express,INV-589763,EWB598827549494,7911.7,Delivered,21/12/2024,Short delivery – balance next trip
2022-12-20,D-3951,OEM-MARUTI,Brake Shoe,1860,BATCH-2023-0115,MH10-2706,Ravi Kumar,Self-transport,INV-267275,,17496.98,Delivered,18/11/2021,Delayed – vehicle breakdown
2021-05-21,D-4105,OEM-FORD,Brake Pad Type A,1426,BATCH-2023-0309,MH13-4174,Deepak More,VRL Logistics,INV-221452,EWB517020925384,1921.68,Delivered,03/04/2022,Customer not available
2024-07-04,D-3821,OEM-MAHINDRA,Brake Disc,1914,BATCH-2023-0445,TN07-3875,Deepak More,BlueDart,INV-226166,EWB400891713746,20503.75,Delivered,08/15/2023,POD pending
2022-01-06,D-2132,OEM-TVS,Brake Pad Type A,940,BATCH-2022-0300,MH12-9589,Suresh Patil,Safexpress,,EWB459417236768,20259.0,Delivered,02/07/2024,Short delivery – balance next trip
2023-11-06,D-3797,OEM-BAJAJ,Wheel Hub Assy,473,BATCH-2023-0385,GJ01-6509,,TCI Express,INV-488257,EWB683350881075,11726.66,In Transit,07/07/2022,Returned – wrong address
05/30/2023,D-3646,OEM-BAJAJ,Clutch Plate,1057,BATCH-2024-0288,KA01-5402,Amit Singh,TCI Express,INV-590212,EWB159560603769,11794.83,Delivered,14-11-2024,POD pending
2024-01-07,D-1999,OEM-HONDA,ABS Sensor Ring,1295,BATCH-2022-0284,MH13-3999,Pradeep Jadhav,Self-transport,INV-959976,EWB465065108186,18895.9,Delivered,25-12-2022,Customer requested reschedule
11/13/2024,D-3516,OEM-FORD,Brake Shoe,919,BATCH-2021-0374,KA01-4724,Pradeep Jadhav,TCI Express,INV-161135,EWB195689013288,21989.36,Delivered,24-02-2022,Short delivery – balance next trip
2024-11-29,D-3480,OEM-BAJAJ,Brake Disc,390,BATCH-2023-0216,MH13-9816,Pradeep Jadhav,Safexpress,INV-520936,EWB431078040620,14751.52,Delivered,03-12-2022,Customer not available
17-05-2022,D-1372,OEM-HONDA,Drum Brake Assy,1568,BATCH-2022-0310,MH10-5330,Deepak More,BlueDart,INV-414222,EWB653265273701,,Delivered,11/02/2021,Customer requested reschedule
02-Jul-2023,D-3196,OEM-TATA,Brake Disc,1976,BATCH-2024-0494,MH04-4945,Nitin Sawant,Delhivery,INV-376356,EWB123116764852,9272.57,Delivered,12-12-2021,Short delivery – balance next trip
2021-03-15,D-2671,OEM-MAHINDRA,Drum Brake Assy,1608,BATCH-2023-0203,KA01-3821,Vijay Chavan,Self-transport,INV-902489,EWB345100257079,1024.0,Delivered,23/05/2023,Customer requested reschedule
2024-01-26,D-2713,OEM-HYUNDAI,ABS Sensor Ring,435,BATCH-2021-0075,MH13-6751,Nitin Sawant,Gati Ltd,,EWB150577707439,6413.82,In Transit,11-Jun-2023,Customer not available
26-Jan-2023,D-1208,OEM-MAHINDRA,Disc Brake Caliper,1665,BATCH-2021-0131,MH12-1317,Deepak More,Safexpress,INV-615054,EWB539047839354,9979.26,Delivered,12/30/2021,Delayed – vehicle breakdown
2023-08-27,D-4320,OEM-MARUTI,Brake Shoe,353,BATCH-2023-0404,MH14-5244,Amit Singh,Mahindra Logistics,INV-308729,EWB667035387486,,Delivered,19-11-2021,
2023-09-19,D-1233,OEM-SUZUKI,Brake Shoe,1386,BATCH-2022-0213,KA01-4054,Nitin Sawant,BlueDart,INV-655197,EWB438678052392,10866.57,Delivered,05/08/2024,POD pending
20-12-2021,D-2384,OEM-TATA,Wheel Hub Assy,636,BATCH-2024-0336,MH14-9760,Ganesh Waghmare,TCI Express,INV-481632,EWB177003845489,9103.22,Delivered,2024-09-12,Customer not available
04-12-2022,D-1752,OEM-SUZUKI,ABS Sensor Ring,1537,BATCH-2024-0350,GJ01-3907,Amit Singh,Gati Ltd,INV-292213,EWB578632788358,20938.78,Delivered,22-Dec-2023,POD pending
2021-10-14,D-1537,OEM-MAHINDRA,Brake Disc,1770,BATCH-2021-0293,MH10-6918,Deepak More,TCI Express,INV-866767,EWB309769917097,24177.34,,,Returned – wrong address
14/03/2024,D-1424,OEM-RENAULT,Disc Brake Caliper,1731,BATCH-2022-0409,MH13-9020,Suresh Patil,Self-transport,INV-877081,EWB380783237160,,Delivered,27-07-2023,POD pending
2021-01-22,D-2340,OEM-HYUNDAI,ABS Sensor Ring,339,BATCH-2024-0242,TN07-2496,Nitin Sawant,Delhivery,INV-923114,EWB502962511247,4104.19,Delivered,11/09/2021,POD pending
2022-12-26,D-2182,OEM-MAHINDRA,Brake Shoe,1551,BATCH-2021-0043,MH14-6357,Amit Singh,Self-transport,INV-261262,EWB813910278539,15595.32,Delivered,23-Mar-2023,Delayed – vehicle breakdown
2021-01-10,D-2960,OEM-TVS,Brake Pad Type B,1197,BATCH-2023-0338,TN07-8832,Nitin Sawant,Gati Ltd,INV-279604,EWB242656266223,2611.08,Delayed,28/12/2021,Customer not available
11/04/2021,D-4216,OEM-MARUTI,Disc Brake Caliper,1839,BATCH-2024-0113,MH13-1173,Suresh Patil,BlueDart,INV-720806,EWB590230360562,22127.53,Delivered,23-12-2022,Customer not available
2022-12-21,D-4286,OEM-RENAULT,Clutch Plate,1022,BATCH-2024-0451,KA01-6753,Rahul Sharma,Gati Ltd,INV-733221,EWB150612877314,21062.82,Delayed,25-Jan-2022,On time
2023-01-13,D-2395,OEM-TATA,Brake Pad Type A,1712,BATCH-2024-0487,KA01-1648,Deepak More,Mahindra Logistics,INV-421014,EWB246047522969,18124.55,,27-Jan-2024,On time
2024-08-24,D-4046,OEM-RENAULT,Brake Shoe,86,BATCH-2021-0413,TN07-7374,Rahul Sharma,Self-transport,INV-988492,EWB391663768897,9378.67,Delivered,26-03-2024,Customer not available
2024-05-28,D-2750,OEM-TATA,Brake Disc,1962,BATCH-2024-0015,KA01-4754,,Mahindra Logistics,INV-789725,EWB727735790620,17565.11,In Transit,23-06-2023,On time
11/14/2022,D-3468,OEM-FORD,Brake Pad Type B,1942,BATCH-2021-0042,MH14-1217,Pradeep Jadhav,Mahindra Logistics,INV-617204,EWB626561308404,10459.33,In Transit,2023-04-29,Delayed – vehicle breakdown
31-Mar-2021,D-3834,OEM-RENAULT,Drum Brake Assy,1317,BATCH-2023-0107,GJ01-3124,Amit Singh,BlueDart,INV-180133,EWB325762871030,16990.34,Delivered,02-03-2024,On time
2022-10-31,D-1171,OEM-MARUTI,Brake Pad Type A,975,BATCH-2021-0443,KA01-9651,Amit Singh,,INV-267156,EWB171383362140,4721.4,Delivered,03/30/2023,Delayed – vehicle breakdown
2022-01-05,D-2598,OEM-SUZUKI,Brake Disc,1274,BATCH-2021-0264,KA01-2930,Rahul Sharma,VRL Logistics,INV-240956,EWB572024315883,1842.83,In Transit,28-Sep-2024,On time
2022-11-17,D-2839,OEM-HYUNDAI,Drum Brake Assy,776,BATCH-2024-0398,MH14-7161,Pradeep Jadhav,Delhivery,INV-406771,EWB500266322621,18347.22,Delivered,27/07/2022,POD pending
2024-05-14,D-1303,OEM-MAHINDRA,Brake Pad Type A,1113,BATCH-2023-0111,MH04-8198,Pradeep Jadhav,Safexpress,,EWB785214693707,24779.99,Delivered,28-08-2023,Short delivery – balance next trip
2022-06-13,D-1655,OEM-MARUTI,ABS Sensor Ring,269,BATCH-2021-0120,MH10-9613,Deepak More,BlueDart,INV-527326,,4174.04,Delivered,10-10-2024,Delayed – vehicle breakdown
2024-11-21,D-2172,OEM-RENAULT,CV Joint,1156,BATCH-2021-0243,KA01-3489,Satish Bhosale,BlueDart,INV-790361,EWB267387381426,15112.13,Delivered,2024-08-28,Returned – wrong address
2023-05-30,D-1940,OEM-TVS,Brake Disc,1625,BATCH-2023-0222,KA01-2258,Suresh Patil,Delhivery,INV-515968,EWB500320649702,8370.23,Delayed,,Customer not available
2021-08-28,D-2990,OEM-MAHINDRA,Brake Pad Type A,551,BATCH-2021-0150,TN07-4750,,Delhivery,INV-743254,EWB266522443640,3902.28,Delayed,30/12/2024,On time
2023-02-25,D-3644,OEM-SUZUKI,Drum Brake Assy,648,BATCH-2023-0087,KA01-2798,Deepak More,Delhivery,INV-876694,EWB935026657170,24864.92,,22-Jan-2021,On time
2023-04-26,D-1553,OEM-MAHINDRA,Wheel Hub Assy,1337,BATCH-2021-0399,MH10-3253,Vijay Chavan,,INV-772914,EWB780350663853,9245.18,Delivered,03/10/2022,Delayed – vehicle breakdown
2023-12-31,D-3825,OEM-MARUTI,CV Joint,563,BATCH-2022-0321,MH10-6945,Pradeep Jadhav,TCI Express,INV-309889,EWB860551346580,18688.14,In Transit,2022-08-11,POD pending
10-Sep-2023,D-1634,OEM-TVS,Brake Pad Type B,1826,BATCH-2023-0163,GJ01-1160,Deepak More,Delhivery,INV-543850,EWB304145713982,2320.63,,02/04/2024,Short delivery – balance next trip
2023-02-18,D-2573,OEM-FORD,Brake Pad Type A,145,BATCH-2022-0426,MH14-5652,Suresh Patil,Safexpress,INV-977481,EWB534589366382,15432.05,Delivered,03-03-2023,
2021-05-11,D-2771,OEM-FORD,Drum Brake Assy,1395,BATCH-2021-0141,MH14-8887,,Mahindra Logistics,INV-213264,EWB504096090261,10916.35,Delivered,07/08/2022,Short delivery – balance next trip
06-10-2024,D-3120,OEM-HONDA,Brake Shoe,1399,BATCH-2024-0374,GJ01-4347,Rahul Sharma,Gati Ltd,INV-103406,EWB227421703025,2801.21,In Transit,,
2022-08-26,D-4110,OEM-MAHINDRA,Drum Brake Assy,891,BATCH-2022-0432,MH12-8187,Nitin Sawant,VRL Logistics,INV-133736,EWB283649444533,8727.13,Partial,26-07-2023,On time
2023-07-07,D-3976,OEM-BAJAJ,Brake Pad Type A,1691,BATCH-2024-0203,MH14-2755,Ganesh Waghmare,BlueDart,INV-998801,,14423.49,Delivered,2023-02-18,Customer not available
2021-05-14,D-2083,OEM-FORD,CV Joint,1646,BATCH-2022-0421,KA01-5145,Deepak More,Delhivery,,EWB667655131683,18131.84,Delivered,14-Aug-2022,POD pending
2023-09-03,D-1375,OEM-TVS,CV Joint,724,BATCH-2021-0265,MH04-7666,Amit Singh,Safexpress,INV-144084,EWB415010970278,,Delivered,,Customer not available
2021-02-24,D-3715,OEM-RENAULT,Wheel Hub Assy,185,BATCH-2022-0274,MH14-6991,Pradeep Jadhav,Delhivery,INV-822424,EWB851193961293,3843.79,In Transit,2021-12-30,Delayed – vehicle breakdown
2022-12-30,D-2323,OEM-MARUTI,Brake Disc,557,BATCH-2023-0349,MH04-3491,Deepak More,TCI Express,INV-623395,EWB853340692579,23630.17,,,POD pending
2023-10-28,D-1437,OEM-BAJAJ,ABS Sensor Ring,198,BATCH-2024-0114,MH04-7740,Deepak More,Delhivery,INV-932629,EWB783195036306,19141.88,Delivered,12/06/2021,Customer not available
2021-09-04,D-3439,OEM-HONDA,CV Joint,358,BATCH-2024-0224,TN07-5081,Nitin Sawant,Delhivery,INV-225111,EWB725089765029,1075.99,Delivered,,
2022-04-04,D-2052,OEM-MARUTI,CV Joint,1497,BATCH-2022-0213,TN07-9160,Deepak More,VRL Logistics,INV-542713,EWB720676785699,12384.05,Delivered,,On time
2023-12-14,D-1781,OEM-TATA,ABS Sensor Ring,1027,BATCH-2024-0371,GJ01-4407,Pradeep Jadhav,Self-transport,INV-557303,EWB159403545475,18177.55,Returned,31-Mar-2022,Short delivery – balance next trip
13/09/2023,D-1262,OEM-HONDA,Clutch Plate,243,BATCH-2023-0045,TN07-8799,Vijay Chavan,Gati Ltd,INV-645576,EWB105392119463,,Returned,21-04-2024,POD pending
31/10/2024,D-3993,OEM-RENAULT,Brake Disc,196,BATCH-2023-0441,MH13-1001,Deepak More,VRL Logistics,,EWB501536152131,17402.22,Delayed,,Returned – wrong address
2023-12-03,D-4240,OEM-HONDA,Brake Disc,1266,BATCH-2023-0080,KA01-2697,Rahul Sharma,Gati Ltd,,EWB828516339594,19095.45,Delivered,06/06/2024,On time
2024-03-05,D-4424,OEM-SUZUKI,Wheel Hub Assy,1317,BATCH-2022-0112,KA01-4611,Satish Bhosale,,INV-337337,EWB256842816486,6843.09,Delayed,2022-09-20,
2022-11-22,D-3124,OEM-BAJAJ,Brake Disc,579,BATCH-2022-0216,MH10-2513,Ganesh Waghmare,VRL Logistics,INV-263535,EWB108651259469,14274.33,Delivered,05/04/2022,Customer requested reschedule
14-07-2021,D-3018,OEM-MAHINDRA,Drum Brake Assy,698,BATCH-2024-0158,KA01-2128,Ganesh Waghmare,Delhivery,,EWB978267864435,13527.92,Delivered,02/06/2021,Returned – wrong address
2021-08-13,D-1359,OEM-BAJAJ,Disc Brake Caliper,82,BATCH-2023-0124,TN07-8073,Pradeep Jadhav,BlueDart,INV-866626,EWB200728846906,22506.13,Delivered,2023-01-17,
08/08/2021,D-3576,OEM-MAHINDRA,Clutch Plate,1336,BATCH-2023-0340,MH10-5549,Ganesh Waghmare,Delhivery,INV-361705,EWB374967768053,14028.08,Delivered,04/27/2023,POD pending
2021-05-16,D-2746,OEM-BAJAJ,Brake Shoe,633,BATCH-2024-0119,KA01-3233,Vijay Chavan,,INV-684867,EWB879336067196,20032.39,Delayed,03/20/2022,On time
2023-02-24,D-1296,OEM-FORD,Brake Disc,330,BATCH-2024-0111,MH10-2893,Ravi Kumar,Delhivery,INV-441919,EWB630070000149,3788.63,Delivered,,Customer requested reschedule
2024-05-25,D-3597,OEM-MAHINDRA,Disc Brake Caliper,597,BATCH-2022-0255,MH14-1602,Deepak More,VRL Logistics,INV-153582,EWB714321801879,17977.47,Delayed,2021-06-26,Customer not available
2022-06-04,D-2454,OEM-TVS,Disc Brake Caliper,496,BATCH-2024-0396,MH04-3089,Pradeep Jadhav,Safexpress,INV-723363,EWB239853061429,12407.85,Delivered,11/08/2022,Customer not available
2024-07-04,D-1476,OEM-MARUTI,Brake Shoe,1843,BATCH-2022-0271,TN07-9532,Amit Singh,BlueDart,INV-226130,EWB341707536177,551.89,In Transit,2022-05-28,POD pending
04/07/2024,D-3271,OEM-BAJAJ,CV Joint,1492,BATCH-2023-0451,KA01-6791,Satish Bhosale,Self-transport,INV-683822,,1043.23,Delivered,2021-05-12,Customer requested reschedule
2022-12-10,D-4376,OEM-RENAULT,Brake Disc,1933,BATCH-2023-0498,KA01-2279,Rahul Sharma,,INV-670610,EWB384894237360,22085.91,Delivered,,Customer requested reschedule
2023-02-21,D-3954,OEM-FORD,CV Joint,1922,BATCH-2024-0336,MH13-7947,Ravi Kumar,Gati Ltd,INV-735355,,17755.89,In Transit,05-11-2023,Short delivery – balance next trip
2022-07-07,D-3142,OEM-FORD,Disc Brake Caliper,1373,BATCH-2021-0182,MH10-6103,Ravi Kumar,TCI Express,INV-248519,EWB976577146734,7459.73,Delivered,2024-03-02,Customer not available
03/30/2022,D-2014,OEM-RENAULT,Brake Shoe,1876,BATCH-2023-0215,MH04-6378,Deepak More,Self-transport,INV-692266,EWB503943397624,5272.08,In Transit,16/07/2024,On time
2024-05-07,D-3738,OEM-TATA,Brake Shoe,1051,BATCH-2021-0109,GJ01-4486,,Safexpress,INV-614395,EWB273873611416,8537.85,Returned,30-May-2022,POD pending
2021-08-11,D-1241,OEM-HYUNDAI,Brake Disc,1855,BATCH-2022-0294,MH13-5734,Satish Bhosale,VRL Logistics,,,8116.22,,11/11/2022,On time
2024-04-11,D-3397,OEM-MAHINDRA,Brake Shoe,278,BATCH-2022-0308,MH04-4390,Vijay Chavan,Delhivery,INV-199328,EWB273090219276,1976.69,In Transit,12/16/2021,Customer requested reschedule
2022-05-26,D-4391,OEM-RENAULT,Drum Brake Assy,1973,BATCH-2022-0225,MH12-9503,Ravi Kumar,Delhivery,INV-382539,EWB876032369249,20702.78,Delivered,02-Jan-2024,Delayed – vehicle breakdown
07-Nov-2023,D-3404,OEM-RENAULT,ABS Sensor Ring,241,BATCH-2023-0069,MH13-5936,Suresh Patil,Self-transport,INV-178137,EWB468569132196,11959.65,Delivered,20-Jul-2023,Short delivery – balance next trip
2023-03-30,D-1435,OEM-MAHINDRA,Wheel Hub Assy,1628,BATCH-2022-0487,MH13-4329,,VRL Logistics,INV-891762,EWB901697858568,9693.55,Delayed,26-07-2022,Customer requested reschedule
2022-08-03,D-2625,OEM-SUZUKI,Brake Pad Type B,807,BATCH-2024-0363,KA01-8433,Ravi Kumar,TCI Express,INV-795780,EWB707265851348,4939.33,Delivered,09-Jan-2024,Short delivery – balance next trip
2021-03-11,D-4444,OEM-BAJAJ,CV Joint,1252,BATCH-2021-0406,MH10-6494,Amit Singh,Mahindra Logistics,INV-346906,EWB337488683747,16877.79,Partial,12-02-2024,POD pending
17-May-2024,D-3361,OEM-MAHINDRA,Clutch Plate,603,BATCH-2024-0343,KA01-4193,Nitin Sawant,Gati Ltd,INV-534963,EWB748457678071,3269.77,Delivered,2024-10-11,On time
21-Jun-2023,D-3730,OEM-SUZUKI,CV Joint,276,BATCH-2022-0292,KA01-5026,Ganesh Waghmare,Self-transport,INV-602108,EWB342818828000,7394.55,In Transit,12/05/2023,
11/02/2021,D-2361,OEM-HONDA,Wheel Hub Assy,1619,BATCH-2022-0008,MH10-6055,,Self-transport,INV-861408,EWB666800346585,17131.01,Delivered,07/01/2023,Short delivery – balance next trip
2021-05-08,D-1575,OEM-TATA,Brake Shoe,718,BATCH-2021-0041,MH04-8476,Ganesh Waghmare,TCI Express,INV-954868,EWB954360303296,10144.76,Delivered,05/11/2023,Short delivery – balance next trip
22-Jan-2024,D-2258,OEM-HONDA,ABS Sensor Ring,418,BATCH-2022-0164,MH13-8120,Vijay Chavan,Mahindra Logistics,INV-255509,EWB227471365817,1032.11,Delivered,2021-07-22,POD pending
2024-09-21,D-2122,OEM-TVS,Disc Brake Caliper,1398,BATCH-2023-0151,GJ01-6949,Amit Singh,Safexpress,INV-468252,EWB280591155491,18100.86,In Transit,2021-09-12,Customer not available
2022-11-19,D-1028,OEM-SUZUKI,Drum Brake Assy,93,BATCH-2021-0048,GJ01-3980,Ravi Kumar,TCI Express,INV-100688,EWB643009482697,20886.05,Returned,08/29/2022,Returned – wrong address
2024-09-25,D-2378,OEM-FORD,Wheel Hub Assy,1208,BATCH-2021-0444,KA01-1308,Vijay Chavan,Safexpress,INV-984084,EWB743817839910,,Delivered,12/29/2024,Customer not available
2022-03-21,D-1782,OEM-TVS,Brake Pad Type A,950,BATCH-2023-0208,MH12-9875,Vijay Chavan,Safexpress,INV-470549,,7919.53,Returned,05-03-2022,On time
07/14/2024,D-2266,OEM-MAHINDRA,Brake Shoe,1045,BATCH-2022-0418,MH10-1452,Ravi Kumar,BlueDart,INV-580312,EWB389266001338,8336.06,Delayed,27-07-2023,On time
22/06/2023,D-1466,OEM-TVS,Brake Disc,1814,BATCH-2023-0238,MH12-8083,Amit Singh,Delhivery,INV-585796,EWB915154770155,3702.25,Delivered,27/10/2022,
2024-07-05,D-1389,OEM-SUZUKI,ABS Sensor Ring,636,BATCH-2024-0482,KA01-7107,Suresh Patil,Delhivery,INV-743166,EWB661971327955,22932.62,Delivered,07/30/2024,Delayed – vehicle breakdown
2023-02-11,D-3012,OEM-TATA,Clutch Plate,896,BATCH-2024-0257,MH10-4397,Deepak More,TCI Express,,EWB745717166468,,Partial,20-Jun-2021,Returned – wrong address
2023-07-09,D-1419,OEM-HYUNDAI,Brake Disc,1265,BATCH-2024-0251,MH12-2187,Deepak More,VRL Logistics,INV-914659,,12150.85,Delivered,10-Feb-2023,On time
2024-12-07,D-3940,OEM-FORD,Drum Brake Assy,615,BATCH-2024-0179,MH10-1881,Ganesh Waghmare,TCI Express,INV-584706,,11196.15,Delivered,2022-10-07,POD pending
2023-06-18,D-4115,OEM-TATA,Disc Brake Caliper,857,BATCH-2023-0169,MH13-2428,Pradeep Jadhav,Gati Ltd,INV-378644,EWB212922070980,3244.04,Delivered,2022-10-10,Returned – wrong address
2021-11-19,D-1561,OEM-RENAULT,CV Joint,171,BATCH-2024-0153,MH12-7669,Vijay Chavan,Gati Ltd,INV-840541,EWB988409063549,21784.74,Delivered,24-06-2021,POD pending
2024-04-14,D-3496,OEM-HYUNDAI,Brake Disc,151,BATCH-2022-0229,MH13-5472,Deepak More,Gati Ltd,INV-865334,EWB764354766106,,In Transit,05/13/2024,On time
2023-05-01,D-2995,OEM-BAJAJ,Brake Pad Type B,1421,BATCH-2021-0173,MH10-3343,Pradeep Jadhav,Self-transport,INV-806520,EWB599787060197,15919.88,Delivered,2023-06-07,POD pending
2023-03-24,D-4355,OEM-FORD,Brake Disc,180,BATCH-2023-0049,MH12-8741,Rahul Sharma,Delhivery,INV-397867,EWB636885947773,15656.29,Returned,21-Nov-2024,Customer requested reschedule
17-Aug-2024,D-3084,OEM-TVS,Brake Pad Type A,101,BATCH-2023-0385,MH04-9047,Rahul Sharma,Safexpress,INV-373315,EWB264124393137,14605.98,Delivered,2024-12-18,Customer requested reschedule
2021-09-22,D-1861,OEM-FORD,Wheel Hub Assy,1949,BATCH-2022-0128,MH10-3285,Ganesh Waghmare,TCI Express,,EWB587637767173,6202.86,Delivered,,POD pending
2021-01-05,D-3841,OEM-MAHINDRA,CV Joint,559,BATCH-2021-0258,GJ01-4010,Deepak More,Gati Ltd,INV-946771,EWB753730134213,9531.47,Delayed,24/11/2022,On time
2022-01-21,D-1493,OEM-FORD,Drum Brake Assy,1742,BATCH-2023-0352,TN07-8953,Amit Singh,BlueDart,INV-521280,EWB914339924183,,Delivered,14/06/2024,Short delivery – balance next trip
07/10/2022,D-1242,OEM-MAHINDRA,Disc Brake Caliper,1326,BATCH-2021-0447,TN07-2323,Satish Bhosale,Self-transport,INV-371362,EWB442147251694,13000.34,Delivered,08/04/2023,Customer not available
2023-02-14,D-2900,OEM-HONDA,Wheel Hub Assy,1589,BATCH-2024-0049,TN07-8043,Suresh Patil,BlueDart,INV-915649,EWB621706878350,19007.31,Delivered,16-Jun-2023,Customer not available
15/05/2024,D-1378,OEM-TVS,Drum Brake Assy,1028,BATCH-2024-0004,MH04-4417,Deepak More,TCI Express,INV-523834,EWB705266070434,4506.66,Delivered,25-10-2022,On time
28-07-2022,D-3432,OEM-BAJAJ,Brake Shoe,385,BATCH-2024-0452,MH04-9610,Satish Bhosale,,INV-149801,EWB914781499155,12784.67,Delivered,03/12/2021,Short delivery – balance next trip
10/16/2021,D-2151,OEM-MARUTI,Clutch Plate,271,BATCH-2022-0291,MH13-5453,Deepak More,TCI Express,INV-556592,EWB453871963076,7865.69,Partial,04/03/2022,Customer not available
2024-07-16,D-1815,OEM-TATA,CV Joint,1715,BATCH-2022-0448,MH10-3861,Deepak More,Mahindra Logistics,INV-783844,EWB749698337583,14789.31,Delayed,07/04/2023,POD pending
01-Jan-2021,D-4456,OEM-FORD,Drum Brake Assy,98,BATCH-2024-0142,MH13-9903,,,,EWB921530489010,23409.6,Delivered,01/02/2021,
12/09/2023,D-3008,OEM-HONDA,CV Joint,1116,BATCH-2021-0380,MH04-1165,Ganesh Waghmare,Gati Ltd,INV-759750,EWB522340933570,8369.57,Delayed,07/11/2024,On time
2023-10-01,D-3870,OEM-HYUNDAI,Brake Pad Type B,1777,BATCH-2023-0319,GJ01-3164,Amit Singh,Mahindra Logistics,INV-277772,EWB687546158359,9386.53,Delivered,17-05-2021,Short delivery – balance next trip
2021-11-27,D-3433,OEM-MARUTI,Brake Pad Type A,1274,BATCH-2021-0160,KA01-5112,Vijay Chavan,BlueDart,INV-717202,EWB393588283810,19026.84,Partial,2023-08-24,Customer requested reschedule
2022-03-31,D-2541,OEM-MAHINDRA,Brake Shoe,1235,BATCH-2021-0389,MH12-5601,Vijay Chavan,TCI Express,INV-430504,EWB427382762499,6319.84,Delivered,2024-02-10,
2023-03-04,D-1226,OEM-FORD,Wheel Hub Assy,1383,BATCH-2022-0323,MH12-3972,Ganesh Waghmare,TCI Express,,EWB252095751359,5079.25,Delayed,,Customer not available
08-06-2023,D-2485,OEM-BAJAJ,Drum Brake Assy,1810,BATCH-2022-0438,MH14-9369,Pradeep Jadhav,BlueDart,INV-996622,EWB308010589134,17737.21,Delivered,07/28/2023,Returned – wrong address
03-08-2021,D-2848,OEM-SUZUKI,Brake Shoe,84,BATCH-2024-0386,MH14-6955,Suresh Patil,Mahindra Logistics,INV-134603,EWB746690493469,17139.08,Delayed,2023-01-05,Delayed – vehicle breakdown
2022-09-22,D-3357,OEM-RENAULT,Brake Pad Type B,860,BATCH-2021-0366,TN07-5616,Suresh Patil,Gati Ltd,INV-240970,EWB601803763458,2121.39,,14-Oct-2023,Short delivery – balance next trip
11/05/2024,D-2440,OEM-RENAULT,Drum Brake Assy,1576,BATCH-2024-0289,GJ01-6837,Satish Bhosale,Gati Ltd,INV-216368,EWB419785490940,17412.39,Delivered,02/10/2021,POD pending
20/02/2022,D-3099,OEM-FORD,Brake Shoe,1165,BATCH-2022-0487,MH14-3941,Nitin Sawant,Delhivery,,EWB421110228371,15467.1,Delivered,24-Oct-2022,On time
2021-04-30,D-1875,OEM-FORD,Clutch Plate,1235,BATCH-2023-0375,MH14-6036,Ganesh Waghmare,,INV-370776,EWB199432017130,8309.71,In Transit,22-Nov-2023,POD pending
2022-05-06,D-2037,OEM-SUZUKI,Drum Brake Assy,1392,BATCH-2021-0374,KA01-4561,Nitin Sawant,VRL Logistics,INV-384134,EWB828642641124,3282.92,In Transit,03/21/2021,
2021-02-13,D-3702,OEM-SUZUKI,Drum Brake Assy,778,BATCH-2023-0310,MH14-2608,Ravi Kumar,Delhivery,INV-516325,EWB585758458232,16694.79,In Transit,07-10-2024,Customer requested reschedule
2022-03-26,D-4411,OEM-BAJAJ,Brake Shoe,1566,BATCH-2023-0068,MH12-9911,Amit Singh,Self-transport,INV-786362,EWB550492224776,,Delayed,09/24/2021,POD pending
2021-07-13,D-1083,OEM-FORD,Clutch Plate,1901,BATCH-2024-0465,TN07-4337,Satish Bhosale,Gati Ltd,INV-605652,EWB783388952564,24389.42,,30/10/2022,Returned – wrong address
2021-12-11,D-3612,OEM-MARUTI,CV Joint,252,BATCH-2023-0366,MH12-8752,Ganesh Waghmare,BlueDart,INV-651342,,9854.62,Delivered,2022-02-19,
2024-09-04,D-4222,OEM-RENAULT,Brake Shoe,1685,BATCH-2022-0175,TN07-6509,Suresh Patil,Delhivery,INV-426678,,6164.49,Delivered,03/19/2022,Short delivery – balance next trip
26-Aug-2024,D-2891,OEM-RENAULT,Brake Disc,1159,BATCH-2024-0041,MH10-7560,,,INV-123041,,,In Transit,24-Dec-2021,
10/10/2023,D-3262,OEM-TATA,Brake Pad Type A,1625,BATCH-2023-0324,TN07-4200,Pradeep Jadhav,Safexpress,INV-660156,,20203.73,In Transit,09/19/2023,Customer requested reschedule
2021-09-28,D-3238,OEM-MAHINDRA,Disc Brake Caliper,894,BATCH-2022-0166,MH14-8346,,Self-transport,INV-879026,EWB611388870066,1066.06,Delivered,04-May-2021,On time
2024-03-14,D-1522,OEM-MARUTI,ABS Sensor Ring,248,BATCH-2024-0299,TN07-7407,Nitin Sawant,,,EWB614536934360,22611.33,Delivered,15-May-2022,Customer not available
